指标名称,申万行业指数:彩电,申万行业指数:视听器材
2013-03-12,849.53 ,876.59 
2013-03-13,831.33 ,860.70 
2013-03-14,833.02 ,863.44 
2013-03-15,831.83 ,862.94 
2013-03-18,815.87 ,850.29 
2013-03-19,823.19 ,854.33 
2013-03-20,852.90 ,887.24 
2013-03-21,873.08 ,907.40 
2013-03-22,876.97 ,911.86 
2013-03-25,865.32 ,902.81 
2013-03-26,860.25 ,898.49 
2013-03-27,876.43 ,912.32 
2013-03-28,856.45 ,891.09 
2013-03-29,855.66 ,892.70 
2013-04-01,874.99 ,913.14 
2013-04-02,859.33 ,896.42 
2013-04-03,862.21 ,897.86 
2013-04-08,863.47 ,901.28 
2013-04-09,887.61 ,923.59 
2013-04-10,895.64 ,933.02 
2013-04-11,895.00 ,931.27 
2013-04-12,883.90 ,921.63 
2013-04-15,876.18 ,914.83 
2013-04-16,885.68 ,919.63 
2013-04-17,902.53 ,936.42 
2013-04-18,911.33 ,950.24 
2013-04-19,929.87 ,967.14 
2013-04-22,954.72 ,993.08 
2013-04-23,928.05 ,965.66 
2013-04-24,980.76 ,1017.81 
2013-04-25,956.37 ,991.98 
2013-04-26,933.83 ,971.14 
2013-05-02,926.27 ,964.01 
2013-05-03,934.28 ,976.03 
2013-05-06,941.94 ,985.73 
2013-05-07,936.32 ,981.21 
2013-05-08,911.99 ,964.77 
2013-05-09,906.21 ,963.65 
2013-05-10,915.79 ,971.99 
2013-05-13,922.62 ,980.99 
2013-05-14,915.75 ,969.52 
2013-05-15,909.89 ,971.95 
2013-05-16,926.20 ,988.15 
2013-05-17,930.91 ,997.15 
2013-05-20,940.46 ,1008.62 
2013-05-21,945.68 ,1015.77 
2013-05-22,937.17 ,1005.72 
2013-05-23,948.44 ,1017.30 
2013-05-24,937.69 ,1007.82 
2013-05-27,932.96 ,1001.47 
2013-05-28,942.06 ,1001.22 
2013-05-29,940.33 ,1000.62 
2013-05-30,931.21 ,995.56 
2013-05-31,918.30 ,980.54 
2013-06-03,906.22 ,968.51 
2013-06-04,858.16 ,917.39 
2013-06-05,857.50 ,918.81 
2013-06-06,855.18 ,915.98 
2013-06-07,838.87 ,899.01 
2013-06-13,813.20 ,868.22 
2013-06-14,828.86 ,885.79 
2013-06-17,832.12 ,889.68 
2013-06-18,846.33 ,902.30 
2013-06-19,834.11 ,895.81 
2013-06-20,792.28 ,852.63 
2013-06-21,778.27 ,837.77 
2013-06-24,719.52 ,777.37 
2013-06-25,716.71 ,773.24 
2013-06-26,736.29 ,796.35 
2013-06-27,722.25 ,775.55 
2013-06-28,732.86 ,782.02 
2013-07-01,734.78 ,788.37 
2013-07-02,730.15 ,786.95 
2013-07-03,759.56 ,813.08 
2013-07-04,764.74 ,819.03 
2013-07-05,760.49 ,812.47 
2013-07-08,737.65 ,785.35 
2013-07-09,736.76 ,786.09 
2013-07-10,752.86 ,803.01 
2013-07-11,781.14 ,831.73 
2013-07-12,758.57 ,810.97 
2013-07-15,768.33 ,824.17 
2013-07-16,786.02 ,843.19 
2013-07-17,773.06 ,834.01 
2013-07-18,765.12 ,829.00 
2013-07-19,743.14 ,803.84 
2013-07-22,754.30 ,817.22 
2013-07-23,786.27 ,847.77 
2013-07-24,798.06 ,866.36 
2013-07-25,793.97 ,857.61 
2013-07-26,805.32 ,868.04 
2013-07-29,794.65 ,858.75 
2013-07-30,784.86 ,845.13 
2013-07-31,785.90 ,846.19 
2013-08-01,804.67 ,867.16 
2013-08-02,801.08 ,866.66 
2013-08-05,802.57 ,869.20 
2013-08-06,830.20 ,894.35 
2013-08-07,813.14 ,876.52 
2013-08-08,818.71 ,882.47 
2013-08-09,814.35 ,882.46 
2013-08-12,822.80 ,891.08 
2013-08-13,822.39 ,891.19 
2013-08-14,823.56 ,893.34 
2013-08-15,817.84 ,886.16 
2013-08-16,797.62 ,863.10 
2013-08-19,828.43 ,895.11 
2013-08-20,813.80 ,883.24 
2013-08-21,815.95 ,889.78 
2013-08-22,812.96 ,881.81 
2013-08-23,799.07 ,868.25 
2013-08-26,811.49 ,880.50 
2013-08-27,810.47 ,879.02 
2013-08-28,800.68 ,866.22 
2013-08-29,790.71 ,853.46 
2013-08-30,785.44 ,846.76 
2013-09-02,792.21 ,854.04 
2013-09-03,809.41 ,875.41 
2013-09-04,812.85 ,877.36 
2013-09-05,801.40 ,867.14 
2013-09-06,793.31 ,858.99 
2013-09-09,804.04 ,870.89 
2013-09-10,822.20 ,886.01 
2013-09-11,846.74 ,904.37 
2013-09-12,842.13 ,899.84 
2013-09-13,842.45 ,900.93 
2013-09-16,834.54 ,901.09 
2013-09-17,819.26 ,890.78 
2013-09-18,825.09 ,897.89 
2013-09-23,841.79 ,913.05 
2013-09-24,836.65 ,918.02 
2013-09-25,825.56 ,916.58 
2013-09-26,807.58 ,909.26 
2013-09-27,817.87 ,909.66 
2013-09-30,842.32 ,936.10 
2013-10-08,849.72 ,954.53 
2013-10-09,853.17 ,960.63 
2013-10-10,872.12 ,975.50 
2013-10-11,868.30 ,969.52 
2013-10-14,864.87 ,970.72 
2013-10-15,856.62 ,959.52 
2013-10-16,849.38 ,944.11 
2013-10-17,842.45 ,932.18 
2013-10-18,840.52 ,937.75 
2013-10-21,880.85 ,984.65 
2013-10-22,913.17 ,1010.48 
2013-10-23,879.13 ,984.51 
2013-10-24,885.10 ,983.32 
2013-10-25,906.94 ,996.10 
2013-10-28,937.97 ,1021.67 
2013-10-29,905.99 ,993.00 
2013-10-30,926.17 ,1018.94 
2013-10-31,906.34 ,1002.99 
2013-11-01,885.51 ,981.50 
2013-11-04,883.04 ,982.48 
2013-11-05,888.95 ,990.45 
2013-11-06,885.33 ,978.99 
2013-11-07,863.64 ,957.23 
2013-11-08,856.75 ,956.25 
2013-11-11,864.87 ,961.89 
2013-11-12,891.39 ,980.80 
2013-11-13,869.10 ,960.24 
2013-11-14,891.91 ,981.85 
2013-11-15,899.26 ,989.53 
2013-11-18,912.87 ,1002.23 
2013-11-19,904.75 ,1002.26 
2013-11-20,936.22 ,1030.46 
2013-11-21,931.62 ,1029.65 
2013-11-22,929.45 ,1027.62 
2013-11-25,939.06 ,1036.98 
2013-11-26,939.81 ,1049.16 
2013-11-27,938.41 ,1052.60 
2013-11-28,949.11 ,1062.62 
2013-11-29,947.95 ,1060.74 
2013-12-02,907.53 ,1011.34 
2013-12-03,932.36 ,1030.48 
2013-12-04,939.73 ,1038.54 
2013-12-05,967.67 ,1065.84 
2013-12-06,955.81 ,1053.19 
2013-12-09,964.36 ,1060.32 
2013-12-10,1004.18 ,1094.49 
2013-12-11,989.44 ,1084.01 
2013-12-12,974.21 ,1068.59 
2013-12-13,976.60 ,1069.38 
2013-12-16,951.72 ,1044.56 
2013-12-17,928.07 ,1023.54 
2013-12-18,921.25 ,1016.22 
2013-12-19,917.76 ,1013.62 
2013-12-20,897.00 ,994.26 
2013-12-23,897.72 ,994.44 
2013-12-24,899.87 ,996.97 
2013-12-25,920.20 ,1016.44 
2013-12-26,903.25 ,1000.10 
2013-12-27,913.18 ,1009.90 
2013-12-30,911.05 ,1008.83 
2013-12-31,910.93 ,1005.68 
2014-01-02,907.58 ,1005.32 
2014-01-03,886.92 ,983.12 
2014-01-06,866.34 ,965.09 
2014-01-07,873.93 ,974.04 
2014-01-08,880.29 ,985.36 
2014-01-09,899.62 ,999.83 
2014-01-10,912.08 ,1007.24 
2014-01-13,900.36 ,989.58 
2014-01-14,942.35 ,1030.71 
2014-01-15,943.16 ,1031.01 
2014-01-16,949.86 ,1036.31 
2014-01-17,931.76 ,1019.22 
2014-01-20,931.03 ,1013.23 
2014-01-21,929.81 ,1012.80 
2014-01-22,956.22 ,1040.09 
2014-01-23,951.20 ,1039.03 
2014-01-24,960.21 ,1046.62 
2014-01-27,1000.84 ,1084.62 
2014-01-28,993.84 ,1074.45 
2014-01-29,998.61 ,1080.08 
2014-01-30,969.57 ,1052.89 
2014-02-07,1017.28 ,1100.26 
2014-02-10,1033.14 ,1123.05 
2014-02-11,1035.04 ,1124.58 
2014-02-12,1024.75 ,1118.43 
2014-02-13,1014.78 ,1113.39 
2014-02-14,1024.65 ,1127.61 
2014-02-17,1053.38 ,1159.19 
2014-02-18,1037.25 ,1142.83 
2014-02-19,1038.66 ,1142.18 
2014-02-20,1036.46 ,1134.09 
2014-02-21,1033.36 ,1134.68 
2014-02-24,1035.19 ,1139.76 
2014-02-25,1000.67 ,1109.32 
2014-02-26,1012.16 ,1118.74 
2014-02-27,989.42 ,1100.69 
2014-02-28,1005.41 ,1114.91 
2014-03-03,1016.14 ,1124.61 
2014-03-04,1000.95 ,1110.50 
2014-03-05,990.79 ,1099.57 
2014-03-06,984.96 ,1093.17 
2014-03-07,986.07 ,1089.52 
2014-03-10,938.93 ,1032.28 
2014-03-11,943.47 ,1030.71 
2014-03-12,932.02 ,1019.73 
2014-03-13,937.81 ,1031.30 
2014-03-14,953.82 ,1045.42 
2014-03-17,964.57 ,1058.95 
2014-03-18,983.31 ,1080.34 
2014-03-19,986.29 ,1088.81 
2014-03-20,956.81 ,1058.54 
2014-03-21,980.29 ,1085.70 
2014-03-24,987.33 ,1088.53 
2014-03-25,1006.46 ,1099.03 
2014-03-26,1002.69 ,1093.44 
2014-03-27,969.88 ,1057.01 
2014-03-28,954.35 ,1032.03 
2014-03-31,954.13 ,1032.19 
2014-04-01,959.58 ,1039.16 
2014-04-02,959.15 ,1036.67 
2014-04-03,980.24 ,1059.33 
2014-04-04,983.98 ,1064.53 
2014-04-08,1009.97 ,1087.51 
2014-04-09,1009.15 ,1090.75 
2014-04-10,1011.15 ,1093.27 
2014-04-11,1014.92 ,1094.76 
2014-04-14,1020.45 ,1100.31 
2014-04-15,1012.38 ,1094.24 
2014-04-16,1022.33 ,1102.66 
2014-04-17,1014.46 ,1095.16 
2014-04-18,1006.06 ,1087.50 
2014-04-21,979.68 ,1062.05 
2014-04-22,967.26 ,1047.88 
2014-04-23,967.67 ,1048.90 
2014-04-24,954.51 ,1036.03 
2014-04-25,919.19 ,997.99 
2014-04-28,891.91 ,966.15 
2014-04-29,907.88 ,982.35 
2014-04-30,910.38 ,984.52 
2014-05-05,907.74 ,983.82 
2014-05-06,918.20 ,995.71 
2014-05-07,904.52 ,983.91 
2014-05-08,905.92 ,987.96 
2014-05-09,899.25 ,980.62 
2014-05-12,920.94 ,1003.96 
2014-05-13,912.70 ,995.43 
2014-05-14,916.50 ,1000.71 
2014-05-15,896.49 ,980.54 
2014-05-16,896.03 ,979.04 
2014-05-19,883.05 ,964.64 
2014-05-20,886.09 ,970.85 
2014-05-21,892.55 ,979.43 
2014-05-22,885.58 ,973.32 
2014-05-23,894.60 ,987.46 
2014-05-26,897.95 ,993.76 
2014-05-27,895.84 ,996.73 
2014-05-28,910.13 ,1013.68 
2014-05-29,892.35 ,992.98 
2014-05-30,899.64 ,999.44 
2014-06-03,902.02 ,998.41 
2014-06-04,889.80 ,984.27 
2014-06-05,900.83 ,1000.31 
2014-06-06,891.49 ,991.66 
2014-06-09,880.54 ,986.06 
2014-06-10,893.11 ,1001.50 
2014-06-11,893.84 ,1007.26 
2014-06-12,888.56 ,999.83 
2014-06-13,891.84 ,1005.30 
2014-06-16,894.59 ,1009.64 
2014-06-17,883.16 ,992.05 
2014-06-18,880.57 ,984.97 
2014-06-19,865.60 ,963.45 
2014-06-20,871.63 ,971.36 
2014-06-23,872.35 ,976.37 
2014-06-24,877.04 ,980.72 
2014-06-25,872.01 ,973.35 
2014-06-26,884.25 ,987.89 
2014-06-27,884.90 ,986.60 
2014-06-30,884.13 ,993.94 
2014-07-01,889.53 ,1004.72 
2014-07-02,904.06 ,1024.05 
2014-07-03,902.26 ,1019.88 
2014-07-04,897.94 ,1013.40 
2014-07-07,888.72 ,1006.19 
2014-07-08,901.01 ,1019.60 
2014-07-09,886.06 ,1007.58 
2014-07-10,897.04 ,1019.00 
2014-07-11,905.53 ,1028.26 
2014-07-14,910.89 ,1039.64 
2014-07-15,909.81 ,1028.99 
2014-07-16,911.66 ,1023.25 
2014-07-17,913.42 ,1026.53 
2014-07-18,913.47 ,1026.61 
2014-07-21,910.13 ,1022.76 
2014-07-22,911.04 ,1026.85 
2014-07-23,906.96 ,1020.13 
2014-07-24,908.85 ,1019.13 
2014-07-25,917.35 ,1026.74 
2014-07-28,919.91 ,1032.97 
2014-07-29,925.45 ,1043.15 
2014-07-30,935.55 ,1055.32 
2014-07-31,942.21 ,1062.82 
2014-08-01,934.47 ,1051.99 
2014-08-04,940.45 ,1062.06 
2014-08-05,944.65 ,1065.54 
2014-08-06,942.22 ,1063.68 
2014-08-07,933.14 ,1051.49 
2014-08-08,933.90 ,1054.98 
2014-08-11,945.32 ,1067.41 
2014-08-12,977.92 ,1098.43 
2014-08-13,982.47 ,1107.00 
2014-08-14,970.45 ,1094.11 
2014-08-15,1011.26 ,1133.86 
2014-08-18,1021.42 ,1147.10 
2014-08-19,1020.14 ,1147.76 
2014-08-20,1012.53 ,1140.63 
2014-08-21,1002.01 ,1132.24 
2014-08-22,1009.32 ,1138.70 
2014-08-25,991.79 ,1115.42 
2014-08-26,964.37 ,1086.77 
2014-08-27,982.05 ,1104.32 
2014-08-28,971.71 ,1094.54 
2014-08-29,981.34 ,1106.60 
2014-09-01,999.45 ,1130.74 
2014-09-02,1012.15 ,1144.46 
2014-09-03,1018.17 ,1149.65 
2014-09-04,1022.99 ,1156.70 
2014-09-05,1026.40 ,1165.69 
2014-09-09,1065.02 ,1201.72 
2014-09-10,1055.82 ,1196.51 
2014-09-11,1068.79 ,1205.96 
2014-09-12,1083.57 ,1223.92 
2014-09-15,1104.29 ,1245.60 
2014-09-16,1094.17 ,1231.89 
2014-09-17,1104.53 ,1239.46 
2014-09-18,1097.74 ,1236.49 
2014-09-19,1098.66 ,1240.58 
2014-09-22,1075.57 ,1213.56 
2014-09-23,1081.56 ,1216.53 
2014-09-24,1094.93 ,1234.64 
2014-09-25,1086.48 ,1228.01 
2014-09-26,1093.69 ,1238.21 
2014-09-29,1091.96 ,1237.89 
2014-09-30,1095.76 ,1244.70 
2014-10-08,1107.46 ,1257.39 
2014-10-09,1117.90 ,1261.61 
2014-10-10,1159.50 ,1302.49 
2014-10-13,1149.97 ,1292.01 
2014-10-14,1170.19 ,1308.23 
2014-10-15,1161.28 ,1302.97 
2014-10-16,1135.74 ,1272.21 
2014-10-17,1131.99 ,1264.60 
2014-10-20,1142.80 ,1278.65 
2014-10-21,1129.44 ,1264.53 
2014-10-22,1116.64 ,1248.32 
2014-10-23,1122.05 ,1251.30 
2014-10-24,1114.00 ,1246.42 
2014-10-27,1122.44 ,1257.75 
2014-10-28,1139.01 ,1278.05 
2014-10-29,1149.87 ,1289.38 
2014-10-30,1164.59 ,1302.02 
2014-10-31,1168.10 ,1304.42 
2014-11-03,1224.12 ,1357.94 
2014-11-04,1247.40 ,1378.57 
2014-11-05,1245.44 ,1374.48 
2014-11-06,1257.39 ,1387.87 
2014-11-07,1228.49 ,1356.86 
2014-11-10,1244.47 ,1368.35 
2014-11-11,1189.14 ,1308.01 
2014-11-12,1206.76 ,1326.22 
2014-11-13,1201.94 ,1319.16 
2014-11-14,1215.21 ,1330.31 
2014-11-17,1209.68 ,1327.03 
2014-11-18,1209.79 ,1328.62 
2014-11-19,1206.49 ,1327.59 
2014-11-20,1200.33 ,1322.96 
2014-11-21,1204.78 ,1325.04 
2014-11-24,1221.04 ,1338.65 
2014-11-25,1236.49 ,1354.01 
2014-11-26,1230.13 ,1347.26 
2014-11-27,1221.68 ,1340.18 
2014-11-28,1218.36 ,1338.02 
2014-12-01,1239.72 ,1347.41 
2014-12-02,1245.74 ,1352.49 
2014-12-03,1266.07 ,1373.37 
2014-12-04,1277.65 ,1387.41 
2014-12-05,1258.42 ,1370.95 
2014-12-08,1320.14 ,1428.79 
2014-12-09,1270.40 ,1366.88 
2014-12-10,1341.14 ,1438.80 
2014-12-11,1337.96 ,1438.22 
2014-12-12,1335.84 ,1438.48 
2014-12-15,1341.09 ,1444.13 
2014-12-16,1334.25 ,1436.01 
2014-12-17,1302.75 ,1401.55 
2014-12-18,1317.01 ,1414.71 
2014-12-19,1301.21 ,1394.34 
2014-12-22,1289.67 ,1372.93 
2014-12-23,1297.68 ,1384.54 
2014-12-24,1270.12 ,1366.07 
2014-12-25,1284.84 ,1381.02 
2014-12-26,1296.45 ,1393.48 
2014-12-29,1272.70 ,1368.48 
2014-12-30,1237.57 ,1331.09 
2014-12-31,1260.38 ,1354.27 
2015-01-05,1323.11 ,1410.40 
2015-01-06,1361.32 ,1449.07 
2015-01-07,1355.32 ,1445.66 
2015-01-08,1323.04 ,1415.31 
2015-01-09,1309.26 ,1403.56 
2015-01-12,1310.22 ,1404.65 
2015-01-13,1316.63 ,1420.10 
2015-01-14,1300.16 ,1401.56 
2015-01-15,1311.25 ,1411.17 
2015-01-16,1339.12 ,1438.86 
2015-01-19,1276.59 ,1377.57 
2015-01-20,1320.69 ,1427.76 
2015-01-21,1342.10 ,1449.30 
2015-01-22,1347.31 ,1457.60 
2015-01-23,1323.50 ,1435.89 
2015-01-26,1351.65 ,1467.31 
2015-01-27,1379.84 ,1495.96 
2015-01-28,1375.30 ,1504.70 
2015-01-29,1348.57 ,1477.73 
2015-01-30,1414.34 ,1533.52 
2015-02-02,1389.46 ,1517.59 
2015-02-03,1412.28 ,1539.84 
2015-02-04,1383.49 ,1513.15 
2015-02-05,1374.94 ,1506.09 
2015-02-06,1321.66 ,1458.01 
2015-02-09,1320.54 ,1457.64 
2015-02-10,1352.61 ,1484.45 
2015-02-11,1445.59 ,1575.43 
2015-02-12,1519.69 ,1649.49 
2015-02-13,1528.29 ,1658.83 
2015-02-16,1623.51 ,1754.79 
2015-02-17,1613.48 ,1747.95 
2015-02-25,1572.32 ,1710.42 
2015-02-26,1584.14 ,1716.89 
2015-02-27,1655.54 ,1787.73 
2015-03-02,1729.59 ,1858.82 
2015-03-03,1695.52 ,1820.35 
2015-03-04,1765.28 ,1885.43 
2015-03-05,1736.08 ,1857.85 
2015-03-06,1660.04 ,1783.55 
2015-03-09,1673.80 ,1798.80 
2015-03-10,1705.46 ,1833.15 
2015-03-11,1677.60 ,1812.68 
2015-03-12,1658.03 ,1796.68 
2015-03-13,1676.21 ,1816.94 
2015-03-16,1723.96 ,1863.52 
2015-03-17,1750.96 ,1888.22 
2015-03-18,1894.44 ,2032.63 
2015-03-19,1883.82 ,2022.45 
2015-03-20,1894.13 ,2030.06 
2015-03-23,1929.62 ,2073.09 
2015-03-24,1919.72 ,2063.50 
2015-03-25,1974.13 ,2114.20 
2015-03-26,1913.35 ,2053.56 
2015-03-27,1911.24 ,2052.07 
2015-03-30,1926.77 ,2065.38 
2015-03-31,1920.49 ,2072.72 
2015-04-01,2003.17 ,2161.03 
2015-04-02,2015.72 ,2174.34 
2015-04-03,2024.07 ,2189.03 
2015-04-07,2071.90 ,2240.16 
2015-04-08,2037.94 ,2201.48 
2015-04-09,1983.43 ,2141.57 
2015-04-10,2032.42 ,2191.94 
2015-04-13,2061.03 ,2221.05 
2015-04-14,2046.77 ,2208.00 
2015-04-15,1974.41 ,2134.04 
2015-04-16,1998.51 ,2160.16 
2015-04-17,2050.14 ,2207.99 
2015-04-20,2047.99 ,2199.24 
2015-04-21,2205.58 ,2358.44 
2015-04-22,2230.26 ,2386.62 
2015-04-23,2225.85 ,2387.74 
2015-04-24,2244.96 ,2420.14 
2015-04-27,2234.31 ,2409.01 
2015-04-28,2111.33 ,2279.86 
2015-04-29,2206.19 ,2378.36 
2015-04-30,2237.81 ,2412.73 
2015-05-04,2244.12 ,2416.01 
2015-05-05,2132.13 ,2299.12 
2015-05-06,2069.00 ,2236.38 
2015-05-07,2060.94 ,2230.68 
2015-05-08,2184.30 ,2358.91 
2015-05-11,2285.03 ,2463.81 
2015-05-12,2325.76 ,2501.34 
2015-05-13,2297.07 ,2477.38 
2015-05-14,2445.10 ,2624.78 
2015-05-15,2360.53 ,2545.04 
2015-05-18,2338.34 ,2528.54 
2015-05-19,2374.09 ,2563.00 
2015-05-20,2416.39 ,2600.72 
2015-05-21,2426.73 ,2613.58 
2015-05-22,2464.91 ,2657.58 
2015-05-25,2516.36 ,2708.63 
2015-05-26,2680.73 ,2882.45 
2015-05-27,2663.65 ,2875.12 
2015-05-28,2505.80 ,2701.14 
2015-05-29,2486.60 ,2678.89 
2015-06-01,2593.75 ,2793.67 
2015-06-02,2654.35 ,2865.73 
2015-06-03,2738.09 ,2943.41 
2015-06-04,2808.29 ,3010.32 
2015-06-05,2798.64 ,3007.43 
2015-06-08,2806.23 ,3007.51 
2015-06-09,2923.01 ,3121.18 
2015-06-10,3029.47 ,3225.58 
2015-06-11,3048.70 ,3262.50 
2015-06-12,3076.68 ,3297.36 
2015-06-15,3168.90 ,3384.78 
2015-06-16,3119.92 ,3330.69 
2015-06-17,3074.47 ,3299.85 
2015-06-18,3016.57 ,3251.95 
2015-06-19,2819.68 ,3040.84 
2015-06-23,2775.84 ,2983.06 
2015-06-24,2895.96 ,3107.80 
2015-06-25,2709.69 ,2910.36 
2015-06-26,2470.98 ,2651.02 
2015-06-29,2259.75 ,2421.21 
2015-06-30,2408.57 ,2575.57 
2015-07-01,2272.05 ,2433.69 
2015-07-02,2231.77 ,2369.38 
2015-07-03,2117.78 ,2247.65 
2015-07-06,2102.90 ,2227.48 
2015-07-07,1933.98 ,2060.35 
2015-07-08,1789.37 ,1921.79 
2015-07-09,1899.71 ,2032.28 
2015-07-10,2042.73 ,2174.59 
2015-07-13,2189.26 ,2320.82 
2015-07-14,2176.96 ,2315.62 
2015-07-15,2005.96 ,2146.01 
2015-07-16,2043.26 ,2185.29 
2015-07-17,2160.59 ,2304.57 
2015-07-20,2183.28 ,2330.79 
2015-07-21,2201.28 ,2351.79 
2015-07-22,2222.90 ,2380.05 
2015-07-23,2320.53 ,2475.68 
2015-07-24,2284.83 ,2438.46 
2015-07-27,2118.85 ,2265.07 
2015-07-28,2098.48 ,2232.48 
2015-07-29,2137.67 ,2276.73 
2015-07-30,2041.58 ,2181.37 
2015-07-31,2011.32 ,2147.62 
2015-08-03,1976.09 ,2102.41 
2015-08-04,2066.13 ,2198.20 
2015-08-05,2049.34 ,2184.29 
2015-08-06,2070.34 ,2206.99 
2015-08-07,2147.66 ,2287.95 
2015-08-10,2220.78 ,2365.62 
2015-08-11,2222.10 ,2365.40 
2015-08-12,2194.15 ,2336.35 
2015-08-13,2312.53 ,2454.11 
2015-08-14,2292.53 ,2441.23 
2015-08-17,2374.91 ,2524.07 
2015-08-18,2253.97 ,2402.86 
2015-08-19,2279.59 ,2436.38 
2015-08-20,2243.71 ,2404.26 
2015-08-21,2175.79 ,2331.28 
2015-08-24,1993.25 ,2142.32 
2015-08-25,1829.14 ,1972.38 
2015-08-26,1747.39 ,1882.59 
2015-08-27,1754.10 ,1885.63 
2015-08-28,1865.68 ,2001.61 
2015-08-31,1791.71 ,1926.78 
2015-09-01,1740.67 ,1867.22 
2015-09-02,1696.26 ,1815.89 
2015-09-07,1709.86 ,1825.07 
2015-09-08,1758.58 ,1875.93 
2015-09-09,1834.00 ,1956.99 
2015-09-10,1784.56 ,1910.44 
2015-09-11,1756.11 ,1882.57 
2015-09-14,1632.59 ,1754.54 
2015-09-15,1503.05 ,1626.46 
2015-09-16,1591.21 ,1718.77 
2015-09-17,1534.45 ,1661.90 
2015-09-18,1527.89 ,1654.53 
2015-09-21,1550.05 ,1680.03 
2015-09-22,1542.84 ,1676.24 
2015-09-23,1494.20 ,1627.61 
2015-09-24,1514.87 ,1649.64 
2015-09-25,1458.98 ,1590.78 
2015-09-28,1462.44 ,1598.18 
2015-09-29,1428.00 ,1562.21 
2015-09-30,1435.76 ,1570.63 
2015-10-08,1490.91 ,1629.88 
2015-10-09,1499.30 ,1641.58 
2015-10-12,1596.58 ,1737.13 
2015-10-13,1593.98 ,1737.30 
2015-10-14,1562.33 ,1705.16 
2015-10-15,1623.03 ,1766.58 
2015-10-16,1646.81 ,1789.14 
2015-10-19,1667.94 ,1814.37 
2015-10-20,1707.10 ,1856.36 
2015-10-21,1585.80 ,1727.53 
2015-10-22,1620.66 ,1768.00 
2015-10-23,1682.28 ,1829.63 
2015-10-26,1674.41 ,1826.78 
2015-10-27,1675.17 ,1831.19 
2015-10-28,1647.50 ,1799.90 
2015-10-29,1663.68 ,1813.75 
2015-10-30,1631.92 ,1782.89 
2015-11-02,1581.80 ,1730.88 
2015-11-03,1567.91 ,1716.56 
2015-11-04,1648.25 ,1799.25 
2015-11-05,1681.36 ,1838.62 
2015-11-06,1715.93 ,1884.09 
2015-11-09,1747.74 ,1921.59 
2015-11-10,1741.17 ,1918.81 
2015-11-11,1750.60 ,1926.55 
2015-11-12,1716.98 ,1901.14 
2015-11-13,1678.83 ,1859.91 
2015-11-16,1695.13 ,1876.80 
2015-11-17,1701.47 ,1882.91 
2015-11-18,1664.92 ,1837.36 
2015-11-19,1701.97 ,1875.41 
2015-11-20,1725.97 ,1908.24 
2015-11-23,1730.49 ,1914.68 
2015-11-24,1732.50 ,1919.23 
2015-11-25,1742.80 ,1932.47 
2015-11-26,1718.58 ,1912.96 
2015-11-27,1597.13 ,1774.64 
2015-11-30,1590.85 ,1766.36 
2015-12-01,1613.61 ,1785.34 
2015-12-02,1649.29 ,1813.99 
2015-12-03,1672.39 ,1838.41 
2015-12-04,1653.08 ,1818.83 
2015-12-07,1682.02 ,1845.66 
2015-12-08,1678.25 ,1838.42 
2015-12-09,1643.19 ,1805.80 
2015-12-10,1627.41 ,1791.39 
2015-12-11,1628.16 ,1792.26 
2015-12-14,1684.70 ,1846.29 
2015-12-15,1686.07 ,1855.17 
2015-12-16,1681.24 ,1848.04 
2015-12-17,1716.00 ,1889.17 
2015-12-18,1730.71 ,1913.34 
2015-12-21,1820.99 ,2002.99 
2015-12-22,1826.01 ,2004.96 
2015-12-23,1791.90 ,1972.37 
2015-12-24,1772.14 ,1948.40 
2015-12-25,1789.05 ,1965.49 
2015-12-28,1705.93 ,1884.79 
2015-12-29,1737.39 ,1920.66 
2015-12-30,1724.01 ,1911.38 
2015-12-31,1701.14 ,1884.52 
2016-01-04,1548.71 ,1719.16 
2016-01-05,1540.60 ,1703.42 
2016-01-06,1577.63 ,1743.83 
2016-01-07,1444.56 ,1597.89 
2016-01-08,1475.50 ,1626.83 
2016-01-11,1374.35 ,1513.28 
2016-01-12,1371.70 ,1511.93 
2016-01-13,1339.46 ,1478.24 
2016-01-14,1367.81 ,1507.65 
2016-01-15,1287.64 ,1428.20 
2016-01-18,1303.93 ,1447.13 
2016-01-19,1361.20 ,1505.08 
2016-01-20,1332.30 ,1475.57 
2016-01-21,1280.66 ,1423.66 
2016-01-22,1304.44 ,1442.18 
2016-01-25,1330.23 ,1471.82 
2016-01-26,1231.68 ,1372.09 
2016-01-27,1238.24 ,1374.40 
2016-01-28,1203.74 ,1332.79 
2016-01-29,1246.69 ,1377.09 
2016-02-01,1224.26 ,1355.53 
2016-02-02,1258.51 ,1393.16 
2016-02-03,1262.16 ,1400.04 
2016-02-04,1279.41 ,1421.12 
2016-02-05,1265.72 ,1409.35 
2016-02-15,1254.96 ,1401.64 
2016-02-16,1320.79 ,1467.98 
2016-02-17,1362.94 ,1514.92 
2016-02-18,1347.80 ,1499.85 
2016-02-19,1382.78 ,1531.01 
2016-02-22,1416.84 ,1565.38 
2016-02-23,1380.84 ,1534.36 
2016-02-24,1395.68 ,1546.18 
2016-02-25,1278.77 ,1420.15 
2016-02-26,1327.26 ,1461.21 
2016-02-29,1246.38 ,1374.67 
2016-03-01,1270.60 ,1399.84 
2016-03-02,1343.47 ,1475.06 
2016-03-03,1337.71 ,1470.50 
